id,name,timestamp,changePercent24Hr,explorer,symbol,priceUsd,maxSupply,rank,volumeUsd24Hr,vwap24Hr
algorand,Algorand,2023-04-03 05:57:35,-5.114699866103002,https://algoexplorer.io/,ALGO,0.2118343330970757,10000000000.0,34,24473531.977274388,0.2163108718570177
quant,Quant,2023-04-03 05:57:35,-0.0040303931980995,https://etherscan.io/token/0x4a220e6096b25eadb88358cb44068a3248254675,QNT,125.06905162298564,14881364.0,35,12720895.811643552,126.99926606646214
internet-computer,Internet Computer,2023-04-03 05:57:35,-4.630716985595358,https://www.dfinityexplorer.org/#/,ICP,4.98690915726139,,36,15778343.414911417,5.1174695543031765
bitcoin-bep2,Bitcoin BEP2,2023-04-03 05:57:35,-2.6349917565099243,https://explorer.binance.org/asset/BTCB-1DE,BTCB,27721.691203777456,,37,285848271.7779143,28089.228019948954
eos,EOS,2023-04-03 05:57:35,-0.5404354260307551,https://bloks.io/,EOS,1.1984261674917507,,38,60835159.52236091,1.2137892974279543
fantom,Fantom,2023-04-03 05:57:35,-5.5528893824973675,https://etherscan.io/token/0x4e15361fd6b4bb609fa63c81a2be19d873717870,FTM,0.4406647185147612,3175000000.0,39,72024130.63018541,0.4558677259630469
the-graph,The Graph,2023-04-03 05:57:35,-3.5583526766835227,https://etherscan.io/token/0xc944e90c64b2c07662a292be6244bdf05cda44a7,GRT,0.1376935188265254,,40,17249333.102854032,0.1392356651166177
stacks,Stacks,2023-04-03 05:57:35,0.9764797711250479,https://explorer.xinfin.network/,STX,0.8832372282901289,1818000000.0,41,31225676.736860327,0.9006199748908456
decentraland,Decentraland,2023-04-03 05:57:35,-1.3659152727662165,https://etherscan.io/token/decentraland,MANA,0.5882918941184143,,42,45887590.425608285,0.6067271684724915
theta,THETA,2023-04-03 05:57:35,-0.7460551515722857,https://explorer.thetatoken.org/,THETA,1.0582352320496715,1000000000.0,43,11315100.221753478,1.0561085990662382
hedera-hashgraph,Hedera Hashgraph,2023-04-03 05:57:35,-5.554235196232468,https://hash-hash.info/,HBAR,0.070351993988206,50000000000.0,44,28324356.34855082,0.0733320348529592
tezos,Tezos,2023-04-03 05:57:35,-1.5741307927396466,https://tzkt.io/,XTZ,1.1104431996492938,,45,10312127.067073956,1.1084915442400636
aave,Aave,2023-04-03 05:57:35,-2.690694891930537,https://etherscan.io/token/0x80fB784B7eD66730e8b1DBd9820aFD29931aab03,AAVE,72.42517551643218,16000000.0,46,14479314.76111774,72.98594953579122
flow,Flow,2023-04-03 05:57:35,-3.208622445633819,https://flowscan.org/,FLOW,0.9657648274247196,,47,7091242.604386592,0.9772367435212008
conflux-network,Conflux,2023-04-03 05:57:35,-8.85055957300616,http://www.confluxscan.io/,CFX,0.3541503822091073,,48,111262739.02299681,0.3705813670786356
elrond-egld,MultiversX,2023-04-03 05:57:35,-5.584857535760311,https://explorer.elrond.com/,EGLD,40.50562223836781,31415926.0,49,13135126.069676721,41.16350521168004
axie-infinity,Axie Infinity,2023-04-03 05:57:35,-2.981647046623352,https://etherscan.io/token/0xf5d669627376ebd411e34b98f19c868c8aba5ada,AXS,8.209060480931694,270000000.0,50,13024716.739669014,8.35666190799864
the-sandbox,The Sandbox,2023-04-03 05:57:35,-4.147561542017249,https://etherscan.io/token/0x3845badAde8e6dFF049820680d1F14bD3903a5d0,SAND,0.6064391391041962,3000000000.0,51,31538159.26782242,0.6237377476716405
neo,Neo,2023-04-03 05:57:35,-3.950967045594826,https://neotracker.io,NEO,11.905271042062004,100000000.0,52,14864975.941256305,12.118021444465551
rocket-pool,Rocket Pool,2023-04-03 05:57:35,-2.6007478154846746,https://etherscan.io/token/0xb4efd85c19999d84251304bda99e90b92300bd93,RPL,43.584598149137456,19113413.0,53,761448.2256458843,43.77193606238732
zcash,Zcash,2023-04-03 05:57:35,-2.8008176025467306,https://explorer.zcha.in/,ZEC,50.95281917582355,21000000.0,54,33523549.81620419,46.26919172031973
chiliz,Chiliz,2023-04-03 05:57:35,-2.9023209971364126,https://etherscan.io/token/0x3506424f91fd33084466f402d5d97f05f8e3b4af,CHZ,0.1182964956268455,8888888888.0,55,18136418.950833187,0.119513351402226
kucoin-token,KuCoin Token,2023-04-03 05:57:35,-1.8540409414862733,https://etherscan.io/token/0xf34960d9d60be18cc1d5afc1a6f012a723a28811,KCS,8.138196671988874,170118638.0,56,1444555.5881802049,8.218488070894049
pancakeswap,PancakeSwap,2023-04-03 05:57:35,-2.4679676736151466,https://bscscan.com/token/0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,CAKE,3.698167578441549,750000000.0,57,8047941.997651799,3.774195563307236
bitcoin-sv,Bitcoin SV,2023-04-03 05:57:35,-1.9066365586306353,https://bsvexplorer.io/,BSV,35.479309234146946,21000000.0,58,9624078.132324802,35.72224211939775
klaytn,Klaytn,2023-04-03 05:57:35,-4.824073537341502,https://scope.klaytn.com/blocks,KLAY,0.2180963805033119,,59,9797527.652241142,0.2221370641355928
curve-dao-token,Curve DAO Token,2023-04-03 05:57:35,-2.1178927350542316,https://etherscan.io/token/0xD533a949740bb3306d119CC777fa900bA034cd52,CRV,0.8965315552286278,3303030299.0,60,5238936.032505351,0.9070575551434208
maker,Maker,2023-04-03 05:57:35,-2.8934304021104853,https://etherscan.io/token/Maker,MKR,670.805601203876,1005577.0,61,13917512.403749129,679.3244378166579
dash,Dash,2023-04-03 05:57:35,-4.204479688785986,https://explorer.dash.org,DASH,57.27446650443862,18900000.0,62,45370448.8990671,57.90286882364956
mina,Mina,2023-04-03 05:57:35,-5.556809855672512,https://minaexplorer.com/,MINA,0.7253913960278509,,63,12632135.236882556,0.7459373702523627
frax-share,Frax Share,2023-04-03 05:57:35,-0.8630462322835225,https://etherscan.io/token/0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,FXS,8.760952737270953,,64,2069402.729540054,8.720642062933916
synthetix-network-token,Synthetix,2023-04-03 05:57:35,2.077343771873988,https://etherscan.io/token/0xc011a72400e58ecd99ee497cf89e3775d4bd732f,SNX,2.6244347688461884,212424133.0,65,28199723.51714218,2.5846539533011845
iota,IOTA,2023-04-03 05:57:35,-4.208820730189385,https://thetangle.org/,MIOTA,0.2125139794296627,2779530283.0,66,2985504.515359541,0.2167148337413787
huobi-token,Huobi Token,2023-04-03 05:57:35,-0.5713046593053906,https://etherscan.io/token/0x6f259637dcd74c767781e37bc6133cd6a68aa161,HT,3.632322126694841,500000000.0,67,5429059.4336070055,3.6555476695776954
ecash,eCash,2023-04-03 05:57:35,-4.709333059017426,https://explorer.bitcoinabc.org/,XEC,3.03660273005e-05,21000000000000.0,68,1727145.0320444063,3.11401857724e-05
gatetoken,GateToken,2023-04-03 05:57:35,-2.805052957756124,,GT,5.030567881931852,,69,387764.1379789755,5.085797185533607
xinfin-network,XinFin Network,2023-04-03 05:57:35,-0.8631765887494538,https://etherscan.io/token/0x41ab1b6fcbb2fa9dced81acbdec13ea6315f2bf2,XDC,0.03973268200916,,70,1058059.8752545821,0.0425094650097074
singularitynet,SingularityNET,2023-04-03 05:57:35,-3.3618815695515636,https://etherscan.io/token/0x8eb24319393716668d768dcec29356ae9cffe285,AGIX,0.4046059188467136,2000000000.0,71,4622858.059911572,0.4104687972167994
trust-wallet-token,Trust Wallet Token,2023-04-03 05:57:35,-3.8931065887604728,https://explorer.binance.org/asset/TWT-8C2,TWT,1.1479447607323845,1000000000.0,72,3041744.0035977135,1.1691193734025176
zilliqa,Zilliqa,2023-04-03 05:57:35,-5.410926464318696,https://etherscan.io/token/0x05f4a42e251f2d52b8ed15e9fedaacfcef1fad27,ZIL,0.0300176568508594,21000000000.0,73,38606759.52505315,0.031174530398271
loopring,Loopring,2023-04-03 05:57:35,-6.885603897810767,https://etherscan.io/token/0xEF68e7C694F40c8202821eDF525dE3782458639f,LRC,0.3524542962236331,1374513896.0,74,15671814.413151897,0.3644267829139633
thorchain,THORChain,2023-04-03 05:57:35,-3.337150351179037,https://explorer.binance.org/asset/RUNE-B1A,RUNE,1.4253502387944614,500000000.0,75,7455119.911279302,1.4456892167924476
render-token,Render Token,2023-04-03 05:57:35,-4.6181651066852325,https://etherscan.io/token/0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24,RNDR,1.2567120441429678,536870912.0,76,4984880.289040474,1.2873607619547962
1inch,1inch Network,2023-04-03 05:57:35,-4.470964561177496,https://etherscan.io/token/0x111111111117dc0aa78b770fa6a738034120c302,1INCH,0.5135920954081212,,77,14544289.562056929,0.5220376583749509
mask-network,Mask Network,2023-04-03 05:57:35,-6.37943537988299,https://etherscan.io/token/0x69af81e73a73b40adf4f3d4223cd9b1ece623074,MASK,5.585970701961309,100000000.0,78,61153819.9351116,5.762675988070558
casper,Casper,2023-04-03 05:57:35,-2.4431812448259023,https://casperstats.io/,CSPR,0.0390320935417581,,79,1265224.5393866054,0.0390347937564289
ftx-token,FTX Token,2023-04-03 05:57:35,-3.970361157279261,https://etherscan.io/token/0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9,FTT,1.2709556645830224,352170015.0,80,1967518.7020270627,1.3064593719920632
enjin-coin,Enjin Coin,2023-04-03 05:57:35,-5.298263634013169,https://etherscan.io/token/0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,ENJ,0.3916118217738756,1000000000.0,81,6696839.595396023,0.4008147591283761
kava,Kava,2023-04-03 05:57:35,-6.347096064623726,https://www.mintscan.io/kava,KAVA,0.8385051927131637,,82,5392593.278673437,0.853655336618545
convex-finance,Convex Finance,2023-04-03 05:57:35,-1.2576577718118522,https://etherscan.io/token/0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,CVX,5.102472499018382,100000000.0,83,1672921.616648945,5.121922000948222
fei-protocol,Fei Protocol,2023-04-03 05:57:35,-3.9977845065436686,https://etherscan.io/token/0x956F47F50A910163D8BF957Cf5846D573E7f87CA,FEI,0.9108438055358425,,84,2026164.6856915036,0.9834203079487692
basic-attention-token,Basic Attention Token,2023-04-03 05:57:35,-9.231640943473275,https://etherscan.io/token/Bat,BAT,0.2602245829726822,1500000000.0,85,16691064.49997961,0.2750631548383906
dydx,dYdX,2023-04-03 05:57:35,-4.242058147358913,,DYDX,2.3325620405871206,1000000000.0,86,31352907.202402093,2.4015848254792536
nexo,Nexo,2023-04-03 05:57:35,-5.940667187556133,https://etherscan.io/token/0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206,NEXO,0.6499086573137037,1000000000.0,87,1222393.5173478243,0.6590728664452525
defichain,DeFiChain,2023-04-03 05:57:35,-1.1938466389494964,http://explorer.defichain.io/,DFI,0.5311638809815937,1200000000.0,88,473184.5550276595,
injective-protocol,Injective,2023-04-03 05:57:35,-3.1175060932504883,https://etherscan.io/token/0xe28b3b32b6c345a34ff64674606124dd5aceca30,INJ,4.915014945107859,100000000.0,89,34288751.5486347,5.084929434361473
nem,NEM,2023-04-03 05:57:35,-8.105053096055391,http://nembex.nem.ninja/,XEM,0.0385325159958078,8999999999.0,90,7006668.933138197,0.0408245183934357
wootrade,WOO Network,2023-04-03 05:57:35,-6.813604037541554,https://etherscan.io/token/0x4691937a7508860f876c9c0a2a617e7d9e945d4b,WOO,0.2039246955638435,,91,3454948.330765583,0.2118807785562622
holo,Holo,2023-04-03 05:57:35,-5.611028521839797,https://etherscan.io/token/0x6c6ee5e31d828de241282b9606c8e98ea48526e2,HOT,0.0019262893460404,,92,6880613.721117875,0.0019803695024462
oasis-network,Oasis Network,2023-04-03 05:57:35,-5.160160165134968,https://www.oasisscan.com/,ROSE,0.0578277919313262,10000000000.0,93,9131134.939951122,0.0592946255909004
ankr,Ankr,2023-04-03 05:57:35,-6.269856466510325,https://etherscan.io/token/0x8290333ceF9e6D528dD5618Fb97a76f268f3EDD4,ANKR,0.033968277729736,10000000000.0,94,37851244.79195745,0.0352478771582889
balancer,Balancer,2023-04-03 05:57:35,-3.755221695610417,https://etherscan.io/token/0xba100000625a3754423978a60c9317c58a424e3D,BAL,6.6881771728480235,96150704.0,95,4273142.415786991,6.886031244677983
theta-fuel,Theta Fuel,2023-04-03 05:57:35,-3.5028927964617824,https://explorer.thetatoken.org/,TFUEL,0.0533010816413315,,96,1378991.3977377086,0.0543607901039274
qtum,Qtum,2023-04-03 05:57:35,-2.833985384954499,https://qtum.info/,QTUM,3.033716225877233,107822406.0,97,11334276.296008259,3.1052320171371006
celo,Celo,2023-04-03 05:57:35,-5.100039868715052,https://explorer.celo.org/blocks,CELO,0.6301304397196036,1000000000.0,98,3417682.313466976,0.6410878306163923
ravencoin,Ravencoin,2023-04-03 05:57:35,-5.814234971465631,https://ravencoin.network/,RVN,0.0251789650086884,21000000000.0,99,7125149.012479454,0.0264684621822721
compound,Compound,2023-04-03 05:57:35,-4.016247616707136,https://etherscan.io/token/0xc00e94cb662c3520282e6f5717214004a7f26888,COMP,41.87008472150187,10000000.0,100,6384513.9329462405,42.80093854732899
decred,Decred,2023-04-03 05:57:35,0.9872092802789009,https://mainnet.decred.org/,DCR,20.24328362537318,21000000.0,101,8586605.610192686,22.71318159452225
gnosis-gno,Gnosis,2023-04-03 05:57:35,-1.9554394283017917,https://etherscan.io/token/Gnosis,GNO,111.01220202546006,3000000.0,102,1917620.899484209,111.62765762268725
fetch,Fetch.ai,2023-04-03 05:57:35,-4.701202732905616,https://etherscan.io/token/0x1d287cc25dad7ccaf76a26bc660c5f7c8e2a05bd,FET,0.3458495238385636,,103,20520607.36537759,0.3520823891230264
gala,Gala,2023-04-03 05:57:35,-3.354769959002627,https://ethplorer.io/es/address/0x15d4c048f83bd7e37d49ea4c83a07267ec4203da#chart=candlestick,GALA,0.0398070229492445,,104,54524896.038161114,0.0405877039881216
arweave,Arweave,2023-04-03 05:57:35,-6.308223544656943,https://viewblock.io/arweave,AR,8.23326940643547,66000000.0,105,6532964.6202248335,8.500228606680064
yearn-finance,yearn.finance,2023-04-03 05:57:35,-4.530573552884288,https://etherscan.io/token/0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,YFI,8384.628403718387,36666.0,106,8525419.926657306,8623.029693136654
kusama,Kusama,2023-04-03 05:57:35,-4.04470585744418,https://kusama.subscan.io/,KSM,32.37935520533462,,107,5071815.626750043,32.96057625198971
audius,Audius,2023-04-03 05:57:35,-4.700367857135043,https://etherscan.io/token/0x18aaa7115705e8be94bffebde57af9bfc265b998,AUDIO,0.2696665503147498,,108,2704697.313331532,0.2754188755216478
bitcoin-gold,Bitcoin Gold,2023-04-03 05:57:35,-2.44189220530503,https://explorer.bitcoingold.org/insight/,BTG,15.133175936431066,21000000.0,109,400307.220215423,15.235471307594313
harmony,Harmony,2023-04-03 05:57:35,-4.124545447112654,https://explorer.harmony.one,ONE,0.0199814334880779,,110,10685191.289847579,0.0203214926302319
iotex,IoTeX,2023-04-03 05:57:35,-1.6725049755243264,https://etherscan.io/token/0x6fb3e0a217407efff7ca062d46c26e5d60a14d69,IOTX,0.0263295873103158,10000000000.0,111,2929067.5559270633,0.0263543010666605
icon,ICON,2023-04-03 05:57:35,-3.921009553751523,https://tracker.icon.foundation/,ICX,0.2671577230240468,,112,17734570.922529887,0.2788864100286774
just,JUST,2023-04-03 05:57:35,-4.18590401423071,https://tronscan.org/#/token20/TCFLL5dx5ZJdKnWuesXxi1VPwjLVmWZZy9,JST,0.0264100141427967,9900000000.0,113,16223860.929015584,0.0270731278179022
sushiswap,SushiSwap,2023-04-03 05:57:35,-3.285361822400301,https://etherscan.io/token/0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,SUSHI,1.0507836003608433,250000000.0,114,15473756.449183878,1.069043712071388
golem-network-tokens,Golem,2023-04-03 05:57:35,-5.396932543783078,https://etherscan.io/token/Golem,GLM,0.2320364749771221,1000000000.0,115,154151.2222583572,0.2391522748004685
0x,0x,2023-04-03 05:57:35,-12.36420680301645,https://etherscan.io/token/ZRX,ZRX,0.2696660156237422,1000000000.0,116,22110311.63921045,0.2938131355965167
waves,Waves,2023-04-03 05:57:35,-4.541413253532192,http://wavesexplorer.com/,WAVES,2.0422487889540446,,117,10190893.793070914,2.0809403532634096
siacoin,Siacoin,2023-04-03 05:57:35,-1.719355129171836,http://explore.sia.tech/,SC,0.0041206189011953,,118,2371609.0679844534,0.004253493421082
kadena,Kadena,2023-04-03 05:57:35,-3.92470800932844,https://explorer.chainweb.com/mainnet,KDA,0.960800375209186,1000000000.0,119,1466865.7973760373,
band-protocol,Band Protocol,2023-04-03 05:57:35,-4.161426516483585,https://etherscan.io/token/0xba11d00c5f74255f56a5e366f4f77f5a186d7f55,BAND,1.7525728688661524,0.0,120,4185354.1969981785,1.8085176183187874
omg,OMG Network,2023-04-03 05:57:35,-4.535579996028744,https://etherscan.io/token/OmiseGo,OMG,1.4809194030117865,140245399.0,121,16477456.304666754,1.519046563382139
ocean-protocol,Ocean Protocol,2023-04-03 05:57:35,-4.668982557306375,https://etherscan.io/token/0x7AFeBBB46fDb47ed17b22ed075Cde2447694fB9e,OCEAN,0.3374363467373754,1410000000.0,122,4563040.975696081,0.3455241147968308
ontology,Ontology,2023-04-03 05:57:35,-4.34517621366152,https://explorer.ont.io/,ONT,0.2315162922393428,1000000000.0,123,6849740.397991013,0.2374315697290245
iostoken,IOST,2023-04-03 05:57:35,-4.066923369897772,https://etherscan.io/token/0xfa1a856cfa3409cfa145fa4e20eb270df3eb21ab,IOST,0.0106110510469072,90000000000.0,124,6313635.537008807,0.0107404717154786
swissborg,SwissBorg,2023-04-03 05:57:35,-0.7694183570766098,https://etherscan.io/token/0xba9d4199fab4f26efe3551d490e3821486f135ba,CHSB,0.1968128703197408,,125,380847.71608801826,0.1799000590111326
joe,JOE,2023-04-03 05:57:35,-5.1285694800734,https://cchain.explorer.avax.network/tokens/0x6e84a6216eA6dACC71eE8E6b0a5B7322EEbC0fDd/token-transfers,JOE,0.5808219611268501,500000000.0,126,197735.4471359672,0.606516403704332
hive-blockchain,Hive,2023-04-03 05:57:35,-3.062017464064162,https://hiveblocks.com/,HIVE,0.3972014098051958,,127,2901011.9026730736,0.4224884885985038
nervos-network,Nervos Network,2023-04-03 05:57:35,-2.9624072783491457,https://explorer.nervos.org/,CKB,0.0046286713289657,,128,4714271.188641361,0.0046851876496611
livepeer,Livepeer,2023-04-03 05:57:35,-4.189782170270351,https://explorer.livepeer.org/,LPT,6.696449284588552,,129,3650898.582145081,6.892786697345179
reserve-rights,Reserve Rights,2023-04-03 05:57:35,-5.693688741720232,https://etherscan.io/token/0x8762db106b2c2a0bccb3a80d1ed41273552616e8,RSR,0.0040407808561168,100000000000.0,130,5895157.466914174,0.004229782841475
helium,Helium,2023-04-03 05:57:35,-2.020813649071124,https://explorer.helium.com/,HNT,1.283276993517281,223000000.0,131,476404.882607785,1.3316512412875503
symbol,Symbol,2023-04-03 05:57:35,-0.9100957368825628,http://explorer.symbolblockchain.io/,XYM,0.0323677043220667,8999999999.0,132,257900.96098885394,0.0342625382551227
aelf,aelf,2023-04-03 05:57:35,0.2979254008528424,https://etherscan.io/token/0xbf2179859fc6D5BEE9Bf9158632Dc51678a4100e,ELF,0.3009315867757307,1000000000.0,133,3680726.9424752407,0.2995102179672136
dogelon,Dogelon Mars,2023-04-03 05:57:35,-6.2015905682388865,https://etherscan.io/token/0x761d38e5ddf6ccf6cf7c55759d5210750b5d60f3,ELON,3.210801536e-07,1000000000000000.0,134,556215.3490167012,3.319808945e-07
skale-network,SKALE,2023-04-03 05:57:35,-5.182968328928176,https://etherscan.io/token/0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7,SKL,0.0387144388838248,7000000000.0,135,3328428.4467088324,0.039595028514338
nxm,NXM,2023-04-03 05:57:35,-1.6450795627420418,https://etherscan.io/token/0xd7c49cee7e9188cca6ad8ff264c1da2e69d4cf3b,NXM,25.368453881525113,,136,3639298.886650382,25.619948510923457
wax,WAX,2023-04-03 05:57:35,-5.3781724850145745,https://etherscan.io/token/0x39Bb259F66E1C59d5ABEF88375979b4D20D98022,WAXP,0.0678507862315406,,137,1355998.4739114717,0.0694887448994053
polymath-network,Polymath,2023-04-03 05:57:35,-1.319656919456999,https://etherscan.io/token/0x9992ec3cf6a55b00978cddf2b27bc6882d88d1ec,POLY,0.1749587529876553,,138,398543.2937006906,0.1727721354198187
telcoin,Telcoin,2023-04-03 05:57:35,-7.29010482113338,https://etherscan.io/token/0x85e076361cc813a908ff672f9bad1541474402b2,TEL,0.0023758306560652,100000000000.0,139,687358.406278074,
storj,Storj,2023-04-03 05:57:35,-5.072784682929266,https://etherscan.io/token/Storj,STORJ,0.3729209179496321,,140,2862568.5952536315,0.3834890574548471
amp,Amp,2023-04-03 05:57:35,-3.553935881631698,,AMP,0.0036126492837811,99444125026.0,141,706045.7951688495,0.0036935996601858
celer-network,Celer Network,2023-04-03 05:57:35,-3.404234224465699,https://etherscan.io/token/0x4f9254c83eb525f9fcf346490bbb3ed28a81c667,CELR,0.021482737059048,10000000000.0,142,5823581.232399094,0.0215732840185623
digibyte,DigiByte,2023-04-03 05:57:35,-7.024349933717673,https://digiexplorer.info/,DGB,0.0093647736109842,21000000000.0,143,3233173.5808139,0.0095927490796495
kyber-network,Kyber Network,2023-04-03 05:57:35,-4.9282456808983985,https://etherscan.io/token/KyberNetwork,KNC,0.7064492412410855,226000000.0,144,4102761.4669473968,0.7197819973652636
